time,seconds_elapsed,z,y,x
1739920574468920800,0.0309208984375,-1.2143402099609375,-0.1415252685546875,-0.0735015869140625
1739920574478903800,0.04090380859375,-1.1559295654296875,-0.15228271484375,-0.006500244140625
1739920574488885800,0.0508857421875,-1.0492401123046875,-0.1583251953125,0.020843505859375
1739920574498868000,0.060867919921875,-0.960845947265625,-0.1713104248046875,0.003173828125
1739920574508850000,0.070849853515625,-0.9343414306640625,-0.20391845703125,-0.0201263427734375
1739920574518831900,0.080831787109375,-0.8831024169921875,-0.2257232666015625,-0.0070648193359375
1739920574528813800,0.090813720703125,-0.783477783203125,-0.24346923828125,0.002716064453125
1739920574538796800,0.100796875,-0.7816314697265625,-0.3051300048828125,0.0020294189453125
1739920574548778800,0.11077880859375,-0.9164886474609375,-0.2792510986328125,0.107574462890625
1739920574558761000,0.120760986328125,-0.988006591796875,-0.1800537109375,0.1711273193359375
1739920574568743000,0.130742919921875,-0.9470977783203125,-0.1241455078125,0.2141876220703125
1739920574578724900,0.140724853515625,-0.84478759765625,-0.11627197265625,0.2163238525390625
1739920574588707000,0.15070703125,-0.7027587890625,-0.1321868896484375,0.258087158203125
1739920574598689800,0.160689697265625,-0.5723724365234375,-0.21466064453125,0.323272705078125
1739920574608671500,0.17067138671875,-0.4571990966796875,-0.323638916015625,0.2830352783203125
1739920574618653200,0.180653076171875,-0.4083099365234375,-0.3863372802734375,0.1465606689453125
1739920574628635400,0.190635498046875,-0.4504547119140625,-0.40960693359375,0.065765380859375
1739920574638617300,0.200617431640625,-0.4637298583984375,-0.3802490234375,0.070465087890625
1739920574648599300,0.210599365234375,-0.41552734375,-0.3358001708984375,0.0992584228515625
1739920574658582500,0.22058251953125,-0.3653564453125,-0.2984466552734375,0.1149139404296875
1739920574668564200,0.230564208984375,-0.3663482666015625,-0.3084869384765625,0.0882415771484375
1739920574678546400,0.24054638671875,-0.431793212890625,-0.3367919921875,0.0751495361328125
1739920574688528400,0.2505283203125,-0.53839111328125,-0.367889404296875,0.1089630126953125
1739920574698510300,0.26051025390625,-0.72467041015625,-0.4002685546875,0.1862945556640625
1739920574708493300,0.270493408203125,-0.760345458984375,-0.28240966796875,0.3011474609375
1739920574718475300,0.280475341796875,-0.6908111572265625,-0.13720703125,0.3458251953125
1739920574728457500,0.29045751953125,-0.813720703125,-0.0408782958984375,0.2718048095703125
1739920574738439400,0.300439453125,-0.9003753662109375,0.0015411376953125,0.246795654296875
1739920574748421400,0.31042138671875,-1.0491790771484375,0.0035247802734375,0.2516021728515625
1739920574758403300,0.3204033203125,-1.015411376953125,0.02288818359375,0.156280517578125
1739920574768386300,0.33038623046875,-0.9202423095703125,-0.0287628173828125,0.03375244140625
1739920574778368300,0.3403681640625,-0.87890625,-0.15692138671875,-0.057769775390625
1739920574788350500,0.3503505859375,-0.872222900390625,-0.2308349609375,-0.0674896240234375
1739920574798332400,0.36033251953125,-0.8628997802734375,-0.2326202392578125,-0.01171875
1739920574808314400,0.370314453125,-0.80621337890625,-0.2209930419921875,0.04949951171875
1739920574818296300,0.38029638671875,-0.740631103515625,-0.21990966796875,0.145721435546875
1739920574828279300,0.390279296875,-0.76544189453125,-0.2404022216796875,0.255767822265625
1739920574838261200,0.40026123046875,-0.775360107421875,-0.2320098876953125,0.3425140380859375
1739920574848243200,0.4102431640625,-0.64892578125,-0.11962890625,0.4463958740234375
1739920574858225400,0.420225341796875,-0.5146484375,-0.0058441162109375,0.4403228759765625
1739920574868207000,0.43020703125,-0.532257080078125,0.0135498046875,0.3346405029296875
1739920574878190300,0.4401904296875,-0.8910064697265625,0.03778076171875,0.2525482177734375
1739920574888172300,0.45017236328125,-0.8196258544921875,0.0085906982421875,0.212310791015625
1739920574898154200,0.460154296875,-0.75531005859375,0.1303253173828125,0.485137939453125
1739920574908136400,0.470136474609375,-0.774505615234375,0.2314300537109375,0.7627716064453125
1739920574918118100,0.4801181640625,-0.8327484130859375,0.224609375,0.8704376220703125
1739920574928100400,0.490100341796875,-0.8520660400390625,0.236083984375,0.8187255859375
1739920574938083300,0.500083251953125,-0.7563018798828125,0.3725433349609375,0.897705078125
1739920574948065300,0.510065185546875,-0.639251708984375,0.4511566162109375,0.971160888671875
1739920574958047500,0.520047607421875,-0.5681610107421875,0.447174072265625,1.0185089111328125
1739920574968029200,0.530029296875,-0.5715789794921875,0.3858642578125,1.00897216796875
1739920574978011400,0.540011474609375,-0.642181396484375,0.326416015625,0.925537109375
1739920574987994400,0.549994384765625,-0.74072265625,0.29534912109375,0.8496856689453125
1739920574997976300,0.559976318359375,-0.865631103515625,0.270355224609375,0.8563690185546875
1739920575007958500,0.56995849609375,-0.9355926513671875,0.2658233642578125,0.957489013671875
1739920575017940200,0.579940185546875,-0.869964599609375,0.3075408935546875,1.0929412841796875
1739920575027922400,0.58992236328125,-0.778839111328125,0.2843017578125,1.0977325439453125
1739920575037904400,0.599904296875,-0.6737518310546875,0.157440185546875,0.94476318359375
1739920575047887400,0.609887451171875,-0.5757293701171875,0.098052978515625,0.7770538330078125
1739920575057869300,0.619869384765625,-0.5243072509765625,0.1064605712890625,0.7184600830078125
1739920575067851300,0.629851318359375,-0.5799560546875,0.0927734375,0.6367034912109375
1739920575077833500,0.63983349609375,-0.7350616455078125,0.0407867431640625,0.518341064453125
1739920575087815200,0.649815185546875,-0.8849334716796875,0.0188751220703125,0.4849395751953125
1739920575097797400,0.65979736328125,-0.7978515625,0.1440887451171875,0.6741485595703125
1739920575107780000,0.669780029296875,-0.6729736328125,0.2104339599609375,0.7496185302734375
