time,seconds_elapsed,z,y,x
1740246553212287500,0.06028759765625,-0.8713309988647698,1.3356553142875431,1.1858318325668573
1740246553222269400,0.07026953125,-0.41298049715459345,1.8435674270242453,2.021744604308903
1740246553232251400,0.08025146484375,0.6095318277806043,2.588203598560393,2.488675010576844
1740246553242233600,0.090233642578125,1.8223299932062624,1.9779393648520112,2.5580092435657975
1740246553252215300,0.10021533203125,3.0925282081991434,1.3871294809371233,2.497106154313683
1740246553262197500,0.110197509765625,3.618147242540121,0.8411711306616664,2.1268615138188003
1740246553272179500,0.120179443359375,3.54440688354671,0.43340661458969115,1.7542234023161232
1740246553282161400,0.130161376953125,2.465101242765784,-0.01540916605591774,1.1587344206742942
1740246553292143600,0.1401435546875,0.8743167366772889,-0.797051418428123,0.30835005598738785
1740246553302125600,0.15012548828125,-0.19797931760251522,-1.3731158608928322,-0.04332286276742816
1740246553312107500,0.160107421875,-0.7094716269135475,-1.2878887699842452,-0.04933583944663405
1740246553322089500,0.17008935546875,-0.4273649963378906,-0.5799225791975855,0.18249577113613485
1740246553332071400,0.180071533203125,0.05406301409900188,0.3466831476435065,0.37211218793243167
1740246553342053400,0.190053466796875,0.5753139163583517,0.8668862944155931,0.13590572326630354
1740246553352035600,0.20003564453125,1.4126725029945373,0.9710662153363228,0.3098779962070286
1740246553362017300,0.210017333984375,2.058957898154855,1.0297136346161364,0.8735347925193607
1740246553371999500,0.21999951171875,2.3102625632315874,0.9565016834110021,1.6699300851263106
1740246553381981400,0.2299814453125,1.760972145923972,0.6935764309063553,1.9304218268737197
1740246553391963400,0.23996337890625,0.9108721511363983,0.3903913564667105,1.4663966405279933
1740246553401945300,0.2499453125,0.6270329976797103,-0.1706286616012454,1.6814885671034454
1740246553411927600,0.259927490234375,-0.018339374288916587,-0.5615037099316715,0.4221215427264571
1740246553421909500,0.269909423828125,0.13942308373749254,-0.9270373962566256,-0.007430003870278597
1740246553431891500,0.279891357421875,0.02572890001833439,-1.072753442658484,0.5683892316617072
1740246553441873700,0.289873779296875,0.4926981769919395,-0.37627164569944144,0.44021483329981564
1740246553451855400,0.29985546875,0.9119768975079059,1.093080191372335,-0.2552452193960547
1740246553461837600,0.309837646484375,0.2933089925915003,1.8122607268735766,-2.1978819463290273
1740246553471819500,0.319819580078125,0.331247385841608,0.9867539060726761,-1.2779958831317721
1740246553481801500,0.329801513671875,-0.5756278046131134,0.015867138956487177,-0.39872883057072755
1740246553491783400,0.339783447265625,-1.5579945816427467,-0.5761231869146227,0.1284849256157875
1740246553501765400,0.349765380859375,-2.385754734328389,-0.5758367711886764,1.544673181646317
1740246553511747300,0.359747314453125,-2.8523914183467625,0.44187370642274615,3.064872724032402
1740246553521729500,0.3697294921875,-3.1148627896040675,1.425616155719757,3.690999712783098
1740246553531711500,0.37971142578125,-3.6268127795547245,1.7799349128082393,3.173411424684524
1740246553541693400,0.389693359375,-3.8450855281233784,1.597664913251996,1.9784594432033598
1740246553551676200,0.39967626953125,-3.452553360235691,1.3835507456675171,0.7391992411792278
1740246553561657900,0.409657958984375,-2.911065141111612,1.2116130472943185,0.07207417934685945
1740246553571640000,0.41964013671875,-2.578626499658823,1.2359683208718895,-0.021362229241430757
1740246553581621800,0.429621826171875,-2.2530291024029254,1.4713994172513485,0.4039787139229476
1740246553591604000,0.43960400390625,-1.8468939410984515,1.63010821621716,0.7092831186041235
1740246553601586000,0.4495859375,-1.2430477577388286,1.5150678785860539,0.7207727731287479
1740246553611567900,0.45956787109375,-0.5992839900106192,1.3418433552727103,0.5473591569840908
1740246553621550000,0.469550048828125,-0.009967267262935639,1.379164493407309,0.3957005687907338
1740246553631532000,0.479531982421875,0.563153522965312,1.463098914156854,0.38591552622690795
1740246553641514000,0.489513916015625,1.0604670847982167,1.2090469961985946,0.3500526240766048
1740246553651496000,0.499495849609375,1.4744547131687402,0.9625880175873637,0.6328320393472909
1740246553661478100,0.50947802734375,1.8986118533760308,0.9088575964435934,0.5342671818293631
1740246553671459800,0.5194599609375,2.252044767540693,0.9343240461334585,0.2621585059158504
1740246553681442000,0.529442138671875,2.361438623717427,1.0473170958459377,-0.05498188250958919
1740246553691424000,0.539424072265625,2.366576571127772,1.2195759889975188,-0.6106463648937642
1740246553701406000,0.549406005859375,2.137246421971917,1.3193138358175753,-1.5065717067889868
1740246553711388000,0.559387939453125,1.7671587256044148,1.1792270274743437,-2.341877744809538
1740246553721369900,0.569369873046875,1.548784854748845,0.9492214632749557,-2.854443382440507
1740246553731351800,0.579351806640625,1.6947691966980696,0.6386687826767563,-2.4604455259144307
1740246553741334000,0.589333984375,1.8947458255976437,0.8131123263910413,-1.4527560915797948
1740246553751316000,0.59931591796875,2.08690447422266,1.7179451973631976,-0.15989304031431675
1740246553761298000,0.6092978515625,2.508344756686687,1.9932973852425813,-0.50512292040959
1740246553771280100,0.619280029296875,2.6480963417261836,1.672455073559284,-1.045997099288553
1740246553781261800,0.62926171875,2.9223271243602036,1.4537103235647082,-2.3350088819533585
1740246553791244000,0.639244140625,2.8765128831684588,1.1002344470411538,-2.959054095993936
1740246553801226000,0.64922607421875,2.201217666622996,0.7912161364033817,-2.4817589475780726
1740246553811208000,0.6592080078125,1.5549533142507075,0.3645391223296523,-2.0326982522606847
1740246553821190000,0.66918994140625,0.9414005603909492,-0.08422989656478166,-1.5213924054324626
1740246553831172000,0.679172119140625,0.5250280827105045,-0.51615913207829,-1.3871861795604228
1740246553841153800,0.68915380859375,0.391397610899806,-0.898412482535839,-1.6165297727197407
