time,seconds_elapsed,z,y,x
1740246553212287500,0.06028759765625,-1.066548228263855,-1.11956787109375,0.7437658905982971
1740246553222269400,0.07026953125,-1.1663604974746704,-1.663532018661499,0.3968811333179474
1740246553232251400,0.08025146484375,-1.1392828226089478,-1.487952470779419,-0.12588751316070557
1740246553242233600,0.090233642578125,-0.9881719350814819,-0.568600058555603,-0.6422781348228455
1740246553252215300,0.10021533203125,-0.7735933065414429,0.5685973763465881,-0.9152548313140869
1740246553262197500,0.110197509765625,-0.4841012954711914,1.3987574577331543,-0.9421173930168152
1740246553272179500,0.120179443359375,-0.17053963243961334,1.7122613191604614,-0.7457225918769836
1740246553282161400,0.130161376953125,0.09615979343652725,1.563209056854248,-0.43515273928642273
1740246553292143600,0.1401435546875,0.28322795033454895,1.071062445640564,-0.07803509384393692
1740246553302125600,0.15012548828125,0.3660879135131836,0.44608771800994873,0.22642388939857483
1740246553312107500,0.160107421875,0.3868805170059204,-0.0851745754480362,0.39674103260040283
1740246553322089500,0.17008935546875,0.3527594804763794,-0.4506809413433075,0.48106348514556885
1740246553332071400,0.180071533203125,0.3062164783477783,-0.4130270481109619,0.5099436044692993
1740246553342053400,0.190053466796875,0.31012827157974243,0.06153799965977669,0.48526766896247864
1740246553352035600,0.20003564453125,0.44393160939216614,0.7787307500839233,0.42015019059181213
1740246553362017300,0.210017333984375,0.7562876343727112,1.5267751216888428,0.3071053922176361
1740246553371999500,0.21999951171875,1.0429508686065674,1.9234594106674194,0.231520876288414
1740246553381981400,0.2299814453125,1.1943340301513672,1.5302906036376953,0.08014091104269028
1740246553391963400,0.23996337890625,1.1316306591033936,0.4240063726902008,-0.10246831178665161
1740246553401945300,0.2499453125,0.8290801644325256,-0.34488368034362793,-0.21039246022701263
1740246553411927600,0.259927490234375,0.5003582239151001,-0.6963847279548645,-0.289241760969162
1740246553421909500,0.269909423828125,0.33602216839790344,-0.7484958171844482,-0.3156718909740448
1740246553431891500,0.279891357421875,0.317716121673584,-0.22809526324272156,-0.37113460898399353
1740246553441873700,0.289873779296875,0.2361745834350586,0.23161855340003967,-0.3926243782043457
1740246553451855400,0.29985546875,0.057060495018959045,0.7522454857826233,-0.36778855323791504
1740246553461837600,0.309837646484375,-0.1774454116821289,1.25016188621521,-0.3277074992656708
1740246553471819500,0.319819580078125,-0.3523312211036682,1.4420745372772217,-0.34635600447654724
1740246553481801500,0.329801513671875,-0.4258946180343628,1.2780518531799316,-0.45634379982948303
1740246553491783400,0.339783447265625,-0.3364768624305725,0.9455588459968567,-0.693466067314148
1740246553501765400,0.349765380859375,-0.06305412203073502,0.433253675699234,-0.9590207934379578
1740246553511747300,0.359747314453125,0.23788973689079285,-0.03700491786003113,-1.095004916191101
1740246553521729500,0.3697294921875,0.43492719531059265,-0.34350964426994324,-1.038133144378662
1740246553531711500,0.37971142578125,0.4899555444717407,-0.44190627336502075,-0.8061097860336304
1740246553541693400,0.389693359375,0.4253571629524231,-0.31126758456230164,-0.4891798496246338
1740246553551676200,0.39967626953125,0.3140101432800293,-0.03175869956612587,-0.17321258783340454
1740246553561657900,0.409657958984375,0.24796338379383087,0.2117777168750763,0.04842004179954529
1740246553571640000,0.41964013671875,0.2538149058818817,0.2832668125629425,0.152019664645195
1740246553581621800,0.429621826171875,0.2767096161842346,0.24757710099220276,0.17760758101940155
1740246553591604000,0.43960400390625,0.25604987144470215,0.17170338332653046,0.1586109846830368
1740246553601586000,0.4495859375,0.18872997164726257,0.08888748288154602,0.1037394255399704
1740246553611567900,0.45956787109375,0.12308677285909653,0.10024746507406235,0.032292675226926804
1740246553621550000,0.469550048828125,0.09129870682954788,0.20908774435520172,-0.018991239368915558
1740246553631532000,0.479531982421875,0.11754922568798065,0.25851866602897644,-0.06023747846484184
1740246553641514000,0.489513916015625,0.1852254569530487,0.232436403632164,-0.13613194227218628
1740246553651496000,0.499495849609375,0.2689695954322815,0.18510723114013672,-0.2667695879936218
1740246553661478100,0.50947802734375,0.3445402979850769,0.049547627568244934,-0.415924996137619
1740246553671459800,0.5194599609375,0.37677255272865295,-0.1461353302001953,-0.5452073812484741
1740246553681442000,0.529442138671875,0.34021469950675964,-0.29132986068725586,-0.6138691306114197
1740246553691424000,0.539424072265625,0.2147316187620163,-0.3144146800041199,-0.5935097932815552
1740246553701406000,0.549406005859375,0.016136817634105682,-0.15355125069618225,-0.4688827395439148
1740246553711388000,0.559387939453125,-0.18167266249656677,0.10051324218511581,-0.2942486107349396
1740246553721369900,0.569369873046875,-0.3062412142753601,0.335531622171402,-0.04759037494659424
1740246553731351800,0.579351806640625,-0.29392755031585693,0.47517767548561096,0.1992500275373459
1740246553741334000,0.589333984375,-0.1908438801765442,0.6473948955535889,0.4068334102630615
1740246553751316000,0.59931591796875,-0.03588278964161873,0.8441654443740845,0.551671028137207
1740246553761298000,0.6092978515625,0.10596664249897003,1.056318759918213,0.5945752263069153
1740246553771280100,0.619280029296875,0.09273312985897064,1.1221179962158203,0.5556309819221497
1740246553781261800,0.62926171875,0.04217618331313133,1.083445429801941,0.5356045961380005
1740246553791244000,0.639244140625,0.03466314077377319,0.9858259558677673,0.5340051054954529
1740246553801226000,0.64922607421875,0.10727228224277496,0.874336838722229,0.5344581604003906
1740246553811208000,0.6592080078125,0.2469223141670227,0.7472902536392212,0.5606673955917358
1740246553821190000,0.66918994140625,0.40206876397132874,0.6652822494506836,0.6168443560600281
1740246553831172000,0.679172119140625,0.5342364311218262,0.5519285202026367,0.6599884033203125
